Ind_Ext,Force_Ext,Ind_Ret,Force_Ret,Ind_Away,Force_Away,Ind_Ext2,Force_Ext2,IndentXWave,IndentFitWave
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.36E-08,,,,
,,,,-1.14E-06,1.37E-08,,,,
,,,,-1.14E-06,1.39E-08,,,,
,,,,-1.14E-06,1.39E-08,,,,
,,,,-1.14E-06,1.38E-08,,,,
,,,,-1.14E-06,1.37E-08,,,,
,,,,-1.14E-06,1.37E-08,,,,
,,,,-1.14E-06,1.40E-08,,,,
,,,,-1.14E-06,1.38E-08,,,,
,,,,-1.14E-06,1.34E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.07E-08,,,,
,,,,-1.14E-06,1.07E-08,,,,
,,,,-1.14E-06,1.07E-08,,,,
,,,,-1.14E-06,1.07E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.08E-08,,,,
,,,,-1.14E-06,1.06E-08,,,,
,,,,-1.14E-06,1.08E-08,,,,
,,,,-1.14E-06,1.08E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.07E-08,,,,
,,,,-1.14E-06,1.08E-08,,,,
,,,,-1.14E-06,1.08E-08,,,,
,,,,-1.14E-06,1.08E-08,,,,
,,,,-1.14E-06,1.07E-08,,,,
,,,,-1.14E-06,1.05E-08,,,,
,,,,-1.14E-06,1.04E-08,,,,
,,,,-1.14E-06,1.07E-08,,,,
,,,,-1.14E-06,1.08E-08,,,,
,,,,-1.14E-06,1.05E-08,,,,
,,,,-1.14E-06,1.07E-08,,,,
,,,,-1.14E-06,1.08E-08,,,,
,,,,-1.14E-06,1.10E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.10E-08,,,,
,,,,-1.14E-06,1.10E-08,,,,
,,,,-1.14E-06,1.09E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.11E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.33E-08,,,,
,,,,-1.14E-06,1.32E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.32E-08,,,,
,,,,-1.14E-06,1.33E-08,,,,
,,,,-1.14E-06,1.33E-08,,,,
,,,,-1.14E-06,1.32E-08,,,,
,,,,-1.14E-06,1.33E-08,,,,
,,,,-1.14E-06,1.33E-08,,,,
,,,,-1.14E-06,1.35E-08,,,,
,,,,-1.14E-06,1.36E-08,,,,
,,,,-1.14E-06,1.36E-08,,,,
,,,,-1.14E-06,1.36E-08,,,,
,,,,-1.14E-06,1.38E-08,,,,
,,,,-1.14E-06,1.37E-08,,,,
,,,,-1.14E-06,1.39E-08,,,,
,,,,-1.14E-06,1.39E-08,,,,
,,,,-1.14E-06,1.37E-08,,,,
,,,,-1.14E-06,1.32E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.32E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.32E-08,,,,
,,,,-1.14E-06,1.34E-08,,,,
,,,,-1.14E-06,1.32E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.29E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.28E-08,,,,
,,,,-1.14E-06,1.30E-08,,,,
,,,,-1.14E-06,1.31E-08,,,,
,,,,-1.14E-06,1.27E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.24E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.26E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.20E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.25E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.23E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.22E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.21E-08,,,,
,,,,-1.14E-06,1.19E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.14E-08,,,,
,,,,-1.14E-06,1.15E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.17E-08,,,,
,,,,-1.14E-06,1.18E-08,,,,
,,,,-1.14E-06,1.16E-08,,,,
,,,,-1.14E-06,1.13E-08,,,,
,,,,-1.14E-06,1.12E-08,,,,
,,,,-1.14E-06,1.09E-08,,,,
,,,,-1.14E-06,1.08E-08,,,,
,,,,-1.14E-06,1.09E-08,,,,
,,,,-1.14E-06,1.10E-08,,,,
